No	Category	Subcategory	Description	Qty	UOM	Price/Unit (RM)	Total (RM)	Update Date	Supplier	Note
23	Labour	Electrical Works (Exposed)	Pendawaian 2.5mm 3 Pin Plug Point (Looping)		PCS	30.00				
24	Labour	Electrical Works (Exposed)	Pendawaian 2.5mm 3 Pin Plug Point (Looping) 1m > /mtr		PCS	30.00				
25	Labour	Electrical Works (Exposed)	Pendawaian 2.5mm Air Cond 1.03.0HP		PCS	180.00				
26	Labour	Electrical Works (Exposed)	Pendawaian 2.5mm Water Heater		PCS	180.00				
27	Labour	Helper	Labour - General Helper (Per MH)		MH	16.25			Internal	DailyRate=130; HoursPerDay=8; PricePerMH=130/8; any general helper use same rate
28	Labour	Installation Works	Caj Tambahan Pemasangan Air Cond Jenis Inverter		PCS	80.00				
29	Labour	Installation Works	Membuka Semua Jenis Kipas		PCS	25.00				
30	Labour	Installation Works	Menebuk Dinding Lubang Exhaust Fan		PCS	80.00				
31	Labour	Installation Works	Pemasangan Air Cond 1.0HP Wall Type		PCS	300.00				
32	Labour	Installation Works	Pemasangan Air Cond 1.5HP Cassette Type		PCS	450.00				
33	Labour	Installation Works	Pemasangan Air Cond 1.5HP Ceiling Type		PCS	400				
34	Labour	Installation Works	Pemasangan Air Cond 1.5HP Wall Type		PCS	350.00				
35	Labour	Installation Works	Pemasangan Air Cond 2.0HP Cassette Type		PCS	550.00				
36	Labour	Installation Works	Pemasangan Air Cond 2.0HP Ceiling Type		PCS	500.00				
37	Labour	Installation Works	Pemasangan Air Cond 2.0HP Wall Type		PCS	450				
38	Labour	Installation Works	Pemasangan Air Cond 2.5HP Cassette Type		PCS	550				
39	Labour	Installation Works	Pemasangan Air Cond 2.5HP Ceiling Type		PCS	500.00				
40	Labour	Installation Works	Pemasangan Air Cond 2.5HP Wall Type		PCS	450.00				
41	Labour	Installation Works	Pemasangan Air Cond 3.0HP Cassette Type		PCS	650.00				
42	Labour	Installation Works	Pemasangan Air Cond 3.0HP Ceiling Type		PCS	600.00				
43	Labour	Installation Works	Pemasangan Air Cond 3.0HP Wall Type		PCS	550				
44	Labour	Installation Works	Pemasangan Hook Kipas Baru		PCS	40				
45	Labour	Installation Works	Pemasangan Kipas Biasa / Remote		PCS	45.00				
46	Labour	Installation Works	Pemasangan Kipas Decoration / Berlampu		PCS	55.00				
47	Labour	Installation Works	Pemasangan Kitchen Hood		PCS	300				
48	Labour	Installation Works	Pemasangan Lampu Downlight / Tebuk		PCS	25				
49	Labour	Installation Works	Pemasangan Lampu Kalimantang		PCS	18.00				
50	Labour	Installation Works	Pemasangan Lampu T5 (1ft)		PCS	35.00				
51	Labour	Installation Works	Pemasangan Lampu T5 (2ft)		PCS	40.00				
52	Labour	Installation Works	Pemasangan Lampu T5 (3ft)		PCS	45.00				
53	Labour	Installation Works	Pemasangan Lampu T5 (4ft)		PCS	50.00				
54	Labour	Installation Works	Pemasangan Pembumian Elektrik		PCS	500.00				
55	Labour	Installation Works	Pemasangan Water Heater		PCS	100				
56	Labour	Skilled	Labour - Skilled Worker (Per MH)		MH	22.50			Internal	DailyRate=180; HoursPerDay=8; PricePerMH=180/8; Tukang, Wireman, Fabricator or any skilled worker use same Labour rate
57	Rental	Equipment Rental	Cement Mixer Rental - Month 1 (Per Month)	1	MONTH	650.00	650.00	2026-01-30	KEJURUTERAAN HOO TENG	Rate library (receipt only)
58	Rental	Equipment Rental	Cement Mixer Rental - Month 2 Onwards (Per Month)	1	MONTH	450	450	2026-01-30	KEJURUTERAAN HOO TENG	Rate library (receipt only)
59	Rental	Plant & Machinery	Backhoe Hire - Standard (Per Day)	1	DAY	750.00	600.00	2026-01-30	XIN LONG TRACTOR ENGINEERING	Rate library (receipt only)
60	Rental	Plant & Machinery	Backhoe Hire - With Hydraulic Breaker (Per Day)	1	DAY	1,100.00	1,050.00	2026-01-30	XIN LONG TRACTOR ENGINEERING	Rate library (receipt only)
61	Rental	Plant & Machinery	Crane Hire - Standard (Per Day)	1	DAY	1100	1100	2026-01-30	XIN LONG TRACTOR ENGINEERING	Rate library (receipt only)
62	Rental	Scaffolding Rental	Scaffolding Bay Set (Used) 1.7m(H) x 0.9m(W) incl 1 Platform (Per Month). Deposit RM195/set refundable.	1	SET	45.00	45	2026-01-30	LABU SCAFFOLD (M) SDN BHD	Rate library (from receipt page 2)
63	Rental	Scaffolding Rental	Scaffolding Jack + U-Head Set (Used) 600mm (2 Jack Base + 2 U-Head) (Per Month). Deposit RM40/set refundable.	1	SET	20.00	20	2026-01-30	LABU SCAFFOLD (M) SDN BHD	Optional add-on (not required for every bay)
64	Services	Transport & Disposal	RORO Bin - 2ft (Per Trip)	1	TRIP	220.00	200.00	2026-01-30	KMS RAJAH ENTERPRISE	Untuk demolish batu-batu, gunakan RORO 2ft (kapasiti maksimum 3 tan); RORO 5ft tidak sesuai kerana jika diisi penuh, kapasiti akan melebihi kemampuan lori angkut.
65	Services	Transport & Disposal	RORO Bin - 5ft (Per Trip)	1	TRIP	450.00	350.00	2026-01-30	KMS RAJAH ENTERPRISE	Untuk demolish batu-batu, gunakan RORO 2ft (kapasiti maksimum 3 tan); RORO 5ft tidak sesuai kerana jika diisi penuh, kapasiti akan melebihi kemampuan lori angkut.
